id,name,postcode,address,rating,reviewCount,category,lat,lng,bezirkId,bezirkName,hasDefamationNotice,removedMin,removedMax,removedEstimate,deletionRatioPct,realRatingAdjusted,removedText,url,readAt,placeState,status,error
0x479e25e44b2ff103:0x6924ea09d7459aea,YORMA'S Landshut,84028,,4,149,Bäckerei,48.5471716,12.1365873,39,Gewerbepark Nürnberg-Feucht,false,,,,,,,https://www.google.com/maps/place/YORMA%27S+Landshut/data=!4m7!3m6!1s0x479e25e44b2ff103:0x6924ea09d7459aea!8m2!3d48.5471716!4d12.1365873!16s%2Fg%2F1tf56w7m!19sChIJA_EvS-QlnkcR6ppF1wnqJGk?authuser=0&hl=de&rclk=1,2026-05-13T20:26:10Z,active,success,
0x479e26738a79c13b:0x550fd1dbab488aa7,ZAP Biergarten,84028,,4.5,127,Bar / Kneipe,48.5361,12.15014,39,Gewerbepark Nürnberg-Feucht,false,,,,,,,https://www.google.com/maps/place/ZAP+Biergarten/data=!4m7!3m6!1s0x479e26738a79c13b:0x550fd1dbab488aa7!8m2!3d48.5361!4d12.15014!16s%2Fg%2F11cjnp2q9_!19sChIJO8F5inMmnkcRp4pIq9vRD1U?authuser=0&hl=de&rclk=1,2026-05-13T20:13:11Z,temporarily_closed,success,
0x479e275da7a06169:0xf602e53de2cf40a4,Zentrale zum Rieblwirt,84028,,4.3,205,Restaurant,48.5367565,12.1591555,39,Gewerbepark Nürnberg-Feucht,false,,,,,,,https://www.google.com/maps/place/Zentrale+zum+Rieblwirt/data=!4m7!3m6!1s0x479e275da7a06169:0xf602e53de2cf40a4!8m2!3d48.5367565!4d12.1591555!16s%2Fg%2F11bc8d0f5j!19sChIJaWGgp10nnkcRpEDP4j3lAvY?authuser=0&hl=de&rclk=1,2026-05-13T20:22:38Z,active,success,
0x479e25fc6305dce7:0xa391bb76ff8e7719,Zum 09er Wirt,84028,,4.3,254,Restaurant,48.5528867,12.1448331,39,Gewerbepark Nürnberg-Feucht,false,,,,,,,https://www.google.com/maps/place/Zum+09er+Wirt/data=!4m7!3m6!1s0x479e25fc6305dce7:0xa391bb76ff8e7719!8m2!3d48.5528867!4d12.1448331!16s%2Fg%2F1tjs3y56!19sChIJ59wFY_wlnkcRGXeO_3a7kaM?authuser=0&hl=de&rclk=1,2026-05-13T20:19:09Z,active,success,
0x479e273a6b13bdb1:0x387d44897ecc7fae,Zur Freiheit - Landshuter Suppenküche,84028,,4.9,142,Restaurant,48.53442,12.1520999,39,Gewerbepark Nürnberg-Feucht,false,,,,,,,https://www.google.com/maps/place/Zur+Freiheit+-+Landshuter+Suppenk%C3%BCche/data=!4m7!3m6!1s0x479e273a6b13bdb1:0x387d44897ecc7fae!8m2!3d48.53442!4d12.1520999!16s%2Fg%2F11ff0qmlsp!19sChIJsb0TazonnkcRrn_MfolEfTg?authuser=0&hl=de&rclk=1,2026-05-13T20:06:52Z,active,success,
0x479e2fcd1e8d19df:0x56ae9ceeb36cfbb6,burgerme Landshut,84028,,4.8,329,Burger,48.55545,12.13777,39,Gewerbepark Nürnberg-Feucht,true,21,50,35.5,9.74,4.43,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/burgerme+Landshut/data=!4m7!3m6!1s0x479e2fcd1e8d19df:0x56ae9ceeb36cfbb6!8m2!3d48.55545!4d12.13777!16s%2Fg%2F11ty14spv0!19sChIJ3xmNHs0vnkcRtvtss-6crlY?authuser=0&hl=de&rclk=1,2026-05-13T20:15:40Z,active,success,
0x479e2efe2c6da83b:0x70df560922280ad,mömax Restaurant Landshut,84028,,3.7,95,Restaurant,48.5546664,12.148279,39,Gewerbepark Nürnberg-Feucht,false,,,,,,,https://www.google.com/maps/place/m%C3%B6max+Restaurant+Landshut/data=!4m7!3m6!1s0x479e2efe2c6da83b:0x70df560922280ad!8m2!3d48.5546664!4d12.148279!16s%2Fg%2F11bzrq3f7m!19sChIJO6htLP4unkcRrYAikmD1DQc?authuser=0&hl=de&rclk=1,2026-05-13T20:23:17Z,temporarily_closed,success,
0x479e2672d8b69da7:0x53ee85dd5bbeebfd,saftladen landshut,84028,,4.5,207,Restaurant,48.5354835,12.1501963,39,Gewerbepark Nürnberg-Feucht,false,,,,,,,https://www.google.com/maps/place/saftladen+landshut/data=!4m7!3m6!1s0x479e2672d8b69da7:0x53ee85dd5bbeebfd!8m2!3d48.5354835!4d12.1501963!16s%2Fg%2F11g8nyc7zw!19sChIJp5222HImnkcR_eu-W92F7lM?authuser=0&hl=de&rclk=1,2026-05-13T20:05:58Z,active,success,
0x479e270071b73cc5:0x51308b3b402ef32d,zum Spießer - der etwas andere Döner!,84028,,4.8,523,Imbiss,48.5358656,12.1538188,39,Gewerbepark Nürnberg-Feucht,false,,,,,,,https://www.google.com/maps/place/zum+Spie%C3%9Fer+-+der+etwas+andere+D%C3%B6ner!/data=!4m7!3m6!1s0x479e270071b73cc5:0x51308b3b402ef32d!8m2!3d48.5358656!4d12.1538188!16s%2Fg%2F11wvy_kk7z!19sChIJxTy3cQAnnkcRLfMuQDuLMFE?authuser=0&hl=de&rclk=1,2026-05-13T20:13:44Z,active,success,
0x479e2672933bb71b:0xe5f4df2dcf863dbd,ÄmterCafé,84028,,,0,Café / Konditorei,48.5382781,12.1516569,39,Gewerbepark Nürnberg-Feucht,false,,,,,,,https://www.google.com/maps/place/%C3%84mterCaf%C3%A9/data=!4m7!3m6!1s0x479e2672933bb71b:0xe5f4df2dcf863dbd!8m2!3d48.5382781!4d12.1516569!16s%2Fg%2F12hrk3b9x!19sChIJG7c7k3ImnkcRvT2Gzy3f9OU?authuser=0&hl=de&rclk=1,2026-05-13T20:06:32Z,no_public_reviews,success,
